Id,Text
"609274","Включите пару примеров в ответ, пожалуйста. Ссылки имеют свойство протухать."
"619502","Конкретные куски кода, где это возникает покажите."
"619508","@avp добавил куски кода"
"625005","Если вам дан исчерпывающий ответ, отметьте его как верный (галка напротив выбранного ответа)."
"627748","_Как этот код исправить?_"
"627885","спасибо! Именно оно ))"
"637052","@NicolasChabanovsky , хорошо отметил. А если кто-то даст еще лучше ответ, позже, можно ли его потом отметить как верный ?"
"637054","Да, конечно. Для этого нажмите повторно на зеленую галочку (она пропадет) и выберите другой ответ."
"645279","Это у вас случаем не модуль для написания ботов телеграм? :)"
"655112","это узнается в любой доке по linux."
"658607","RTFM!!!!!! Не ну серьезно гугл забанил? Тяжело найти какие типы поддерживает ваша база данных и немного подумат?"
"661892","Советую погуглить про эмуляторы терминалов. Тогда поймёшь, что такое ""терминал убунту"" (на самом деле - GNOME Terminal)"
"663549","@минусатор: А за что минус? Объясните."
"675514","Если вам дан исчерпывающий ответ, отметьте его как правильный, поставив галку слева от ответа."
"684049","эмАлировать запросы... плачу"
"704191","@Grundy да уж, такой объемный ответ выглядит иронично ))"
"742816","IonRod вы путаете понятия префикс/постфикст с семантикой назначения, а это две разные вещи!"
"755959","Спасибо большое!"
"755961","@Ольга хорошо что вы пытаетесь разобраться в таких вопросах, это качество поможет вам быстрее освоить js."
"755965","спасибо за добрые слова =). Я очень любопытная и стараюсь все досконально понять =)"
"786087","Кнопка ""Выплнить код"" у меня не работает. Автор спросил ещё - ""И как называется сам этот процесс?"""
"786130","@0xdb, она и не может работать, так как сниппеты только для демонстрации html/js/css - в данном случае это не валидный код на js"
"816734","не является ответом на вопрос. пожалуйста читайте вопрос прежде чем публиковать ответ."
"826595","Ну так в той литературе и определение термина должно быть."
"828627","Отлично! Благодарю"
"834411","Спасибо большое!"
"834420","Я не мог, там надо было время выжидать. Принял сейчас"
"838327","где вам удобнее, там и прописывайте свои обработчики, о чем тут вообще думать"
"838715","А что по вашему она делает? Вы что-то сами делали чтобы понять?"
"851410","Ссылка на style guide устарела"
"856533","Спасибо большое!"
"865118","http://joxi.ru/YmE8nzNh0BOLVr пока нельзя :)"
"870920","Учитывая, как Вы скрываете имя, оно явно интересное. И в нем вся соль."
"870938","да. Я не вижу теперь ни одной причины, почему это нужно было скрывать. Подобное поведение наблюдается, если либо добавлен специальный манифест к файлу, либо имя файла попадает под спецмаску (либо приложение само попросило это). Omvel - малоизвестная малварь, которая используется для контроля за сотрудниками. Она случайно на машине не установлена?"
"888176","Не является ответом на вопрос. Чтобы оставить свои замечания или попросить у автора внести уточнения, оставьте комментарий к соответствующему сообщению. - [Из очереди проверок](/review/low-quality-posts/144570)"
"897400","Потому что я дурак"
"898919","Спасибо большое!!!"
"911360","Ваяйте... мы всегда подскажем что можно улучшить в ВАШЕЙ реализации!"
"916305","Я умею гуглить."
"917331","Благодарю! Это лучший выход что я видел! Только 1 вопрос, я успел нагуглить тонны текста, и мне больше понравился подобный вариант(его куда легче читать): `<polygon fill=""url(#img1)"" points=""80,0 100,20 100,100 20,100 0,80 0,0"" style=""stroke:purple;stroke-width:1""></polygon>` это чем-то отличается от вашего? Хуже, лучше, без разницы?"
"919485","Видимо, `module` где-то определён. Поскольку на гитхабе этого модуля больше нет (по всей видимости), определение показать не могу, да и вообще пользоваться этим поостерёгся бы в пользу чего-нибудь более обобщённо-HTTP-API'шного."
"920454","Ничего хорошего у вас таким образом не получится. При наведении блок уедет в сторону и малейшее шевеление мышкой вернет его обратно; или если шевеление будет в рамках движения блока, то у вас будет постоянное подергивание блока. На вашем месте, я бы переформулировал задачу."
"932644","Среди онлайн-ресурсов, ориентированных на решение задач есть классный: https://www.codingame.com/home"
"933763","Давайте [продолжим обсуждение в чате](http://chat.stackexchange.com/rooms/56925/discussion-between-qutrix-and-pavel-mayorov)."
"941873","<a href=""whatsapp://send?phone=79xxxxxxxxx"">"
"941899","что-то у вас перебор `if`-ов :)  как то так не проще? https://pastebin.com/EqdrXgkN (примерный код)"
"948542","Эммм.. Написать сервер? Вы имели в виду серверную часть?"
"959821","`setWidgetLayout` используется для установки лейаута при отображении виджетов приложения на главном экране"
"966057","Markdown в html? o_O"
"966063","@qwertiy Ну почему-то вот так думала) А как сделать то, не подскажете?"
"966066","Говорят, псевдоэлементы работают - можно что-то такое попробовать..."
"966069","@qwertiy О чем вы говорите? Давайте по существу, или ничего уж лучше не пишите.   Чтобы добавить псевдоэлемент, нужно к тегу зацепиться, а внутри альтов теги не работают."
"966076","https://habrahabr.ru/post/212397/"
"966078","@Qwerty_Wasd можно и как ответ оформить, наверно"
"966089","Спасибо, учту )"
"966093","@qwertiy полезная ссылка, спасибо. Но оказывается сделать такой текст можно. Ниже есть ответ."
"969978","@Arhad: Судя по длине комментария, это готовый ответ :)"
"969979","@Arhad Вы не перепутали, не -g, а -s?"
"969985","@Arhad, предлагаю оформить комментарий, как ответ."
"970673","отправить блять"
"980162","Хорошо бы уточнить, в «текущей версии» — это в какой? Время идёт, текущая версия меняется."
"982831","Какая ОС у вас?"
"989325","нафига  тут код картинками еще и пережатыми?"
"993927","$Streletz Спасибо, действительно помогло! :)"
"999780","Спасибо большое!"
"1005084","А не надо спорить. ""... между прочим, пари тоже категорически запрещалось"" - Катаев ""Белеет парус одинокий"""
"1005876","А ещё у гитхаба есть десктопный клиент."
"1023780","Нельзя просто так взять и поменять одну модель юзера на другой. Это сложная процедура даже без учёта django-registration https://code.djangoproject.com/ticket/25313"
"1023867","Снесите эту систему и у вас не будет ни каких проблем ;)"
"1024196","@mikhail-vaysman, я конечно понимаю, что вопрос для Google. Но... во первых 12 часов поиска по Google ни чего не дали.... Во вторых можно спросить для начало почему задан вопрос, а не жаловаться как маленький мальчик у которого забрали конфетку... Стыдно как архитектору должно быть"
"1024396","@FoggyFinder исправил"
"1024536","""Вы просыпаетесь в вагоне поезда. Все вагоны поезда соединены в кольцо"" - отлично. Выхода все равно нет, на работу можно не идти, нет смысла даже вставать. И даже какие-то выключатели при таком положении дел совершенно неинтересны. Все просто прекрасно. Я пойду полежать."
"1024920","переведите на русский... ибо вы вопрос задали на ""SO на русском"""
"1027443","Не понял. Какие линии? У вас картинка битая"
"1027444","Только у меня с картинкой беда ?"
"1027446","@MoJlo4HuK, поправил картинку"
"1027489","Последнее поле выше чем все остальные"
"1027755","А еще лучше - не спамить, исправляя вопрос каждые 5 минут"
"1027941","Like от меня________!"
"1028114","Не забудьте поставить себе ""галочку"" через 2 дня."
"1028285","большое спасибо все работает)))"
"1028418","@АлександрПузанов: Ну так что вы хотите? Если вы пишете в один и тот же файл одновременно, одно из заданий завершится неудачно."
"1028477","Вот полный текст задания для более лучшего понимания:Напиши функцию создания генератора sequence(start, step). Она при вызове возвращает другую функцию-генератор, которая при каждом вызове дает число на 1 больше, и так до бесконечности. Начальное число, с которого начинать отсчет, и шаг, задается при создании генератора. Шаг можно не указывать, тогда он будет равен одному. Начальное значение по умолчанию равно 0. Генераторов можно создать сколько угодно."
"1029150","ну дивіться ви ж зрозуміли, знаєте дайте відповідь буду вдячний не знаєте пройдіть мимо,ви ж розумієте якби я хотів я б задав це питання на російській"
"1029236","Это SO на русском, переведите свой вопрос."
"1029382","найми программиста"
"1029508","А что тут оскорбительного-то? https://ru.stackoverflow.com/q/695035/181472"
"1030940","какое мерзкое название. еще бы SweetAssAlert"
"1032005","В опубликованном сообщении не содержится решения вопроса. Когда ваша [репутация](https://ru.stackoverflow.com/help/whats-reputation) достигнет необходимого уровня, вы сможете [оставлять комментарии к любому сообщению](https://ru.stackoverflow.com/help/privileges/comment); на данный момент, пожалуйста, [внесите улучшающую правку в ваше сообщение, чтобы оно отвечало на вопрос без дополнительных уточнений от автора](https://meta.stackexchange.com/questions/214173/why-do-i-need-50-reputation-to-comment-what-can-i-do-instead). - [Из очереди проверок](/review/low-quality-posts/184490)"
"1032051","і знову як завжди більше суєте щодо мови а не на рахунок питання, принципово бо завжди срач починається якшо питання на українській мові 3 задаю тут питання це в 4 і в останнє скоріше всього.СПАСИБІ ХТО ДАВ СИЛКИ ПИТАННЯ ВИРІШЕНЕ"
"1032210","В питанні я не використовую якісь специфічні слова які не зможе зрозуміти росіянин миж з вами зараз нормально спілкуємося в плані розуміння один одного.Тому всі поймуть це питання і відповіть"
"1032331","Очень интересные решения, и ответ великолепный на такой простой вопрос. Спасибо!"
"1032626","а вы проверьте нужно или нет))."
"1032951","Спрашивали алгоритм, в ответе код без каких либо объяснений"
"1033138","`В Chrome, Safari, Opera и Android значение text работает только со свойством -webkit-background-clip.` https://webref.ru/css/background-clip"
"1033254","`$array=json_decode($_POST[""array""], true);` при получении.                                      `""тутURL""/?array=""тутJSONстрока""` для отправки."
"1033382","поправил код в ответе."
"1033700","Закрывающий тег img? Это что-то новенькое"
"1033701","Спасибо, мне помогло :)"
"1033703","@Cheg тьфу, поправил, там div сперва был, забыл)"
"1034073","ошибку допустили в названии свойства - visibility"
"1034090","@Horchynskyi вы сразу тогда описывайте все требования"
"1034092","@Horchynskyi При закрытии чего ? посмотрите пример !"
"1034095","При закритии списка. Так же сделал не срабатывает, может потому что телефонные клики"
"1034099","@Horchynskyi Кликал в примере по квадрату , все плавно работало в мобильной версии с ""тач"" событием , в инструменте разработчика"
"1034102","@Horchynskyi Сделайте пример на jsFidd что можно было понять что не так , и добавьте в описание"
"1034105","все, сработало, просто добавлял height:auto. спасибо"
"1034213","@Cheg, спасибо, помогло"
"1034482","Cheg, всего-то! Спасибо."
"1034491","Однако, такой приём не срабатывает в Firefox."
"1034499","@Андрей исправил ответ."
"1034644","Sultanov Shami спасибо, я новичок в jquery и не знал про функцию each()"
"1034645","Прикольно, не знал :)"
"1034723","Да сработало, спасибо !"
"1034724","Александр, великолепно! Спасибо :)"
"1034726","@Андрей Через несколько минут добавлю ещё несколько способов"
"1034779","Вероятно, Вам стоит оформить ответ в виде отдельного вопроса ""Какие существуют способы позиционирования объектов в SVG файле?"" с этим же ответом."
"1034793","@Андрей лучше оставить всё, как есть. С реализацией вашего предложения могут быть определенные сложности. С удовольствием жду ваших новых вопросов по svg на которые обязательно отвечу."
"1035395","@Cristian тогда отметьте как принятый"
"1035472","@Vadim Ovchinnikov Можно сказать и так. Просто не хотелось бы накладывать картинки."
"1035497","Спасибо:) Верстаю на bootstrap, поэтому ширина div будет подстраиваться под экраны автоматически:) А края треугольника почему шероховатые такие?"
"1035501","Было бы не плохо посмотреть, как будет меняться, когда ширина в процентах)
Можете в ответе дать 2 варианта."
"1035516","""githube"" - не слышал о таком"
"1035523","С резиновой да, конечно, то что мне и нужно, можете показать) В bootstrap блоки резиновые, как раз."
"1035647","То, что надо, спасибо!"
"1036032","Народ, почему вы сами не правите ответ? Я бы согласился с правками да и все."
"1036242","Да, это очень близко, спасибо вам, и удачи!"
"1036320","Спасибо, взаимно)"
"1036512","@Grundy скоростной ты мой, утомил уже) Давай ты будешь сначала до конца читать, а потом что то писать?"
"1036555","Полезно, спасибо."
"1036760","https://ru.stackoverflow.com/a/559151/177345"
"1036956","чувак конец `?>` вообще не нужно писать, если дальше не следует ничего. И куда лучше и проще использовать `<?='TEXT'?>`, за место `<?php echo'TEXT'?>`."
"1036983","Ссылка на убунту не работает"
"1037778","Если это возможно, то да"
"1037786","Спасибо большое! Всё работает как надо."
"1037788","@Алексей если вопрос решил вашу проблему, вы можете отметить вопрос принятым, нажав на галочку рядом с ним"
"1037791","Огромнейшее спасибо, сразу видно руку мастера своего дела!"
"1038753","в developer console я скачиваю сертификат типа .der, потом с помощью консоли делаю .keystore, пихаю его в unity, но он не видит alias, а сделать так чтобы видел, то при билде выдет ошибку ""trusted certificate certificates are not password-protected"""
"1039343","да. мне нужна именно резина. Просмотрел видео. Спасибо! Но к сожалению там растягивается только ширина. сейчас попробую помудрить с высотой"
"1039423","спасибо! ввожу эти параметры, но к сожалению высота не растягивается, в отличии от ширины"
"1039432","@charset ""utf-8"";
/* CSS Document */
вот код css img{
	float: center;
  width: 100%;
  height: 100vh;
}"
"1039433","@charset ""utf-8"";
/* CSS Document */
img{
	float: center;
  width: 100%;
  height: 100vh;
}"
"1039435","<!doctype html>
<html>
<head>
<meta charset=""utf-8"">
<title>HOME</title>
<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
</head>

<body>
<img src=""Lighthouse.jpg"" width=""1000"" height=""1000""  alt=""""/>
</body>

</html>"
"1039448","Интересен тот факт, что всё заработало, как только я открыл с траницу в Chrome."
"1039449","теперь вопрос как адаптировать ее под все браузеры, т.к. IE не реагирует на высоту"
"1039472","странно. почемуто у меня в IE не работает высота. вот код  <!doctype html>
<html>
<head>
<meta charset=""utf-8"">
<title>HOME</title>
<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
</head>

<body>
<img src=""Lighthouse.jpg"" width=""1000"" height=""1000""  alt=""""/>
</body>

</html>"
"1039474","и css   @charset ""utf-8"";
/* CSS Document */
img{
	float: center;
  width: 100%;
  height: 90vh;
}"
"1039478","'<!doctype html> <html> <head> <meta charset=""utf-8""> <title>HOME</title> <link href=""style.css"" rel=""stylesheet"" type=""text/css""> </head> <body> <img src=""Lighthouse.jpg"" width=""1000"" height=""1000"" alt=""""/> </body> </html>'"
"1039479","не пойму как...."
"1039480","`<!doctype html> <html> <head> <meta charset=""utf-8""> <title>HOME</title> <link href=""style.css"" rel=""stylesheet"" type=""text/css""> </head> <body> <img src=""Lighthouse.jpg"" width=""1000"" height=""1000"" alt=""""/> </body> </html>`"
"1039552","Твой ответ хотя бы чем то отличается от двух остальных :) +1"
"1040282","«Нигде не могу найти» — 2 и 3 строчки в гугле по запросу «js css class»"
"1041792","Так как это сборник методик, а не вопрос, то, возможно, тоже имеет смысл и сам вопрос сделать общим."
"1041794","@edem да, я позже попрошу модераторов. Сейчас убегаю"
"1041924","Украине следует захватить Крым у России, тогда гугль сменит карту. Ни чего сложного."
"1042214","Вставляйте ошибки прямо в сообщение, а не ссылайтесь на внешние ресурсы. Сообщения должны быть самодостаточными, ссылки могут служить только дополнением."
"1042512","@alexolut: Да ну его, этот файл!"
"1044275","2 раза даже. сначала записал, потом удалил. Вообще, конечно, внимательнее вопросы читать надо."
"1044929","Приведите пример кода, пожалуйста."
"1045256","@RostyslavKuzmovych на данный момент это строка"
"1045823","надо прописать соответствующие css стили и, если необходимо, изменить разметку"
"1046286","лучше сделать с помощью `html` и `css`, а подстройку значений на `javascript`"
"1047435","Здравствуйте, хоть по ссылке есть ответ, но ссылка может стать невалидной, поэтому, лучше привести код из нее сюда"
"1048648","можно. глазами в мозг."
"1048922","Почему ты решил, что ruSO — это поисковик?"
"1049617","Берёте и указываете относительный путь а-ля `../../dir/bar.php.`"
"1051303","Ещё вопрос. Зачем putty, если есть нативный ssh? Или ты из винды хочешь дёргать по ссх баш ни линуксе?"
"1053482","похоже на эльфийский"
"1054543","При том, что 99% рубистов в РФ не отличают его от рельс. Я об этом уже говорил, но вы слушаете только себя."
"1054557","из какого металла детали? Самому мне это дело не нравится, но рядом на диване сидит консультант."
"1054560","Возможно, стоит заменить хлоргексидин на что-то другое, а то у него там в формуле глюконовые остатки, которыми могут питаться бактерии. Самое тривиальное попробуйте обрабатывать беспокоящие множества точек левомицетином. Для усиления проникновения можете добавить 2% раствор димексида, но стоит учитывать, что последний сам может вызывать раздражение."
"1055167","А мне нужна компания жаркой мулатки."
"1056817","*Объясните.* -- и быстро."
"1058884","Это не по-питоновски совсем. Ужасный код."
"1058887","Я написал в комментариях к ТС. И да, это рабочий пример как абьюзить все питоновские стандарты и идиомы."
"1058897","Мне лень. Честно. А вам бы мужества признать, что написали чушь. Вы хорошо разбираетесь в assembler, к примеру, я зачитываюсь вашими ответами, но здесь... увы."
"1059473","а обязательно кодировать обратно?"
"1060083","Вопрос исчерпан. Спасибо"
"1060199","Вы хотите чего-то очень странного."
"1061289","Может вы всё-таки книжку прочитаете?"
"1062597","Я такие сам писал. Изучал лекции, литературу, смотрел похожие примеры."
"1062627","@КириллМатасов stackoverflow это ресурс ответов на вопросы и решения проблем. Ваш ответ совершенно не соответствует вопросу."
"1065850","@AlekseyTimoshchenko, даю следующее задание: полететь в космос без ракеты"
"1065881","Слово `hack` и ваша фотография профиля меня пугают. Страшно знать что вы собираетесь делать с этой информацией :)"
"1065889","Что за игрулька?"
"1065891","Не знаком с ней, нет к сожалению на вопрос ответить не могу("
"1066107","`решил для себя переделать чит меню` - то есть этим меню будешь пользоваться только ты? зачем тогда это библа доступна для публики? О_о"
"1066977","Возможно. Можно закрывать вопрос."
"1067009","Ты точно уверен, что ширина - это height?"
"1067424","И зачем плодить такие вопросы? http://www.cyberforum.ru/cpp-beginners/thread2033290.html"
"1067447","зачем отвечать не по делу"
"1067484","Чем результаты гугла по запросу «python заглавные буквы» не устроили?"
"1067487","@andreymal  почему мне нельзя спросить тут?"
"1067489","А зачем спрашивать это тут, если ответ можно найти в гугле менее чем за минуту?"
"1067496","@andreymal лол :D"
"1069572","Welcome to StackOverflow in Russian! As the name implies, Russian is the working language of this site. Please either translate your question into Russian or [ask the same question on StackOverflow in English](http://stackoverflow.com/questions/ask). Your question may be closed soon, but it will most likely be reopened if you choose to translate it."
"1070966","это неверно. так проблема была не в конфиге,  представленном в вопросе и не htaccess, а то, что у кого-то в индексном файле отсутствует строка `defined('YII_ENV') or define('YII_ENV', 'dev');`...... она нужна на `dev`..... а на продакшене не нужна, однако на продакшне не нужно и `gii`"
"1071093","Потоков чего???"
"1071094","@Андрей чего чего, программы! :D"
"1071131","`но так как я скинул код файла web.php , то надо было искать проблемы в этом файле` - это называется [ошибка XY](https://ru.meta.stackoverflow.com/a/710/191482)."
"1071341","Ладно, пошел я пить кофе."
"1071700","На вопросы, вызванные синтаксической ошибкой, не нужно отвечать. Надо голоосовать за их закрытие"
"1072450","Не является ответом на вопрос. Чтобы оставить свои замечания или попросить у автора внести уточнения, оставьте комментарий к соответствующему сообщению. - [Из очереди проверок](/review/low-quality-posts/194853)"
"1072580","решил проблему следующим способом"
"1072583","`<DataGridTemplateColumn Header=""Versions"">
     <DataGridTemplateColumn.CellTemplate>
           <DataTemplate>
                 <local:CustomisedUIElement Text=""{Binding Path=Versions}""/>
           </DataTemplate>
     </DataGridTemplateColumn.CellTemplate>
</DataGridTemplateColumn>`"
"1072585","но задаюсь вопросом, правильно ли это?"
"1074307","Не является ответом на вопрос. Чтобы оставить свои замечания или попросить у автора внести уточнения, оставьте комментарий к соответствующему сообщению. - [Из очереди проверок](/review/low-quality-posts/195322)"
"1075061","*Коментировать я к сожалению пока не могу.* — лучший **комментарий** в этом сезоне."
"1075517","по такому же запросу (как в заголовке) в гугле можно кучу ответов найти"
"1075700","`reinterpret_cast` был всегда в c++!"
"1075830","Укажите пожалуйста диалект ассемблера в тегах"
"1076530","код должен быть текстом. а не картинкой"
"1076531","@Grundy нет возможности закопипастить"
"1076532","возвращайтесь как появится возможность"
"1076542","`y нет возможности закопипастить` - в таком случае у нас нет возможности помочь."
"1076565","@АлексейШиманский теперь поможете? )"
"1077030","Вам бы на odesk или где там сейчас фрилансеры обитают. Здесь такие задачи не принято решать."
"1079864","Укажите язык, который вы используете"
"1079866","@Birdy все запросы пишу на C#"
"1079987","там и u не требуется."
"1080290","К слову, тут не только парни, девушки тоже есть."
"1081829","не нажимать на неё?"
"1082907","Гугл по запросу «ip 127 192» выдаёт ответ первой же ссылкой"
"1083097","Матьтваю! Работает! АААА!!!!"
"1083260","@Grundy матом! :)"
"1083425","@StepanKasyanenko  если вкратце: angular.module('ExampleApp', [])
  .controller('ExamTaskController', ExamTaskController).directive(""testTimer"", testTimer);
testTimer.$inject = ['$interval', 'dateFilter'];

function testTimer($interval, dateFilter) {
// все как и раньше
}"
"1083430","angular.module('app').controller('ExamTaskController', ExamTaskController);
    ExamTaskController.$inject = ['ExamService', '$location', 'localStorageService', '$timeout', '$filter'];
    function ExamTaskController(ExamService, $location, localStorageService, $timeout, $filter){
        var vm = this;
        vm.activate = function(){
            vm.leadTime = null;
            vm.currentTime = null;
            vm.leadTime = new Date(Date.now());
}
        vm.activate();
 }"
"1083431","<h4 ng-if=""vm.leadTime"" > Оставшееся время: <span test-timer=""{{vm.leadTime}}"" current-time=""{{vm.currentTime}}"" ></span></h4>
И вот здесь не просчитывает"
"1084349","*""переустановить винду""*"
"1085005","Есть ли какой плагин для этих целей?"
"1085960","-1 - ""времени на изучение ASPX у меня нет."" - надо же было Вам вставить эту фразу!"
"1085972","-1 - ""времени на изучение ASPX у меня нет"""
"1087082","Это просто шедевр!"
"1088170","Не является ответом на вопрос. Чтобы оставить свои замечания или попросить у автора внести уточнения, оставьте комментарий к соответствующему сообщению. - [Из очереди проверок](/review/low-quality-posts/199226)"
"1088622","Матрица - это определение из линейной алгебры. Если никаких типичных для матриц операций вы над своим двумерным массивом не совершаете, то это все еще двумерный массив, а никакая не матрица. Как решается: в две чередующиеся фазы - когда есть возможность тупо прём по нулям к цели; когда упираемся в единицу - начинается обход лабиринта, пока не возникнет условие для первой фазы."
"1089816","Ругается на return inner();"
"1089817","@DivMan да, я два штриха забыл: точку с запятой после `}` (это всё-таки переменная объявляется) и знак доллара перед `inner()` %)"
"1090100","Если не сложно -- подскажите, почему на русскоязычном сайте вы решили задать вопрос на английском языке? Мы [пытаемся понять](https://ru.meta.stackoverflow.com/q/5872/213987), если ли в интерфейсе сайтов какие-либо возможности для улучшения ситуации."
"1090121","A K, прошу прощения, я не заметила язык stackFlow. Мое намерение было задать в английском stackflow. На stackFlow я перешла из поисковика. Это проблема, потому что поисковику я постоянно пытаюсь донести что мой язык- английский.Но бесполезно."
"1090486","""Реализация нужна на Си"" - priceless. For everything else - there is https://ru.stackoverflow.com."
"1091329","Форматирование поправил"
"1091444","ну типа гугл, [тык](http://www.cyberforum.ru/cpp-beginners/thread1250322.html)"
"1091557","**видпрвиты** - это что за новый термин?"
"1092569","@NickVolynkin тогда следует куда-то деть метку python"
"1094121","Ответ - нет. См. [старый вопрос](https://stackoverflow.com/questions/33746680/web-application-access-users-file-system)"
"1094308","текстовую информацию лучше прилагать в виде текста: а) читать легче; б) можно копировать; в) поиск работает. исправить текст вопроса можно, нажав [edit] ниже текста вопроса"
"1095901","Сниппет сделай."
"1098086","Благодарю Вас! Всё заработало!"
"1099474","что вы имеете ввиду под перебором и 'неудобно'"
"1099480","max-weight --> max-width"
"1099482","Спасибо, уже исправил)"
"1100301","у него похоже синхронный попен."
"1100327","И в чем же у вас возникли сложности?"
"1101665","Какое отношение вопрос имеет к java?"
"1102342","@jfs, давай удалим весь офтопик?"
"1102366","@KoVadim Лайнландия представляет из себя одномерный мир, являющийся прямой, на котором распологаются N городов, последовательно пронумерованных от 0 до N - 1 . Направление в сторону от первого города к нулевому названо западным, а в обратную ""— восточным.

Когда в Лайнландии неожиданно начался кризис, все были жители мира стали испытывать глубокое смятение. По всей Лайнландии стали ходить слухи, что на востоке живётся лучше, чем на западе."
"1102367","Так и началось Великое Лайнландское переселение. Обитатели мира целыми городами отправились на восток, покинув родные улицы, и двигались до тех пор, пока не приходили в город, в котором средняя цена проживания была меньше, чем в родном."
"1103261","Мой вам совет, изучите сначала азы Python, а потом пытайтесь парсить сайты или что вы там хотите делать"
"1103509","Скажите, а вы ответы галочками не отмечаете из принципа, или не один ответ в ваших 17 вопросах не помог вам?"
"1103875","@Akina, поправил."
"1105005","https://google.gik-team.com/?q=add_theme_support"
"1105870","Сылка на документацию -http://api.jquery.com/not/"
"1105873","1.Берем елемент li , при клыке по елементе вызываем функцию ($(""li"").click(function())
2.Берем етот же елемент, по которому был клик и добавляем ему клас. $(this).addClass('active');
3.Далше берем все елементи li кроме того по которому был клик, с помощю функции .not и удаляем остальным класс (ектив)."
"1106300","Хотя по ссылке можно найти ответ на вопрос, лучше указать здесь самое главное, а ссылку приводить в качестве источника.  Если страница, на которую ведет ссылка, будет изменена, ответ-ссылка может стать недействительным. - [Из очереди проверок](/review/low-quality-posts/203770)"
"1106374","@cheops, поправил"
